"/BIC/ZC_VYKAZ Výkaz";"/BIC/ZC_VTAB Tabulka výkazu";"/BIC/ZC_POLVYK Položka výkazu";"/BIC/ZC_SYNUC Syntetický účet";"/BIC/ZC_CISPOL Číslo položky";"DATEFROM Platí od";"DATETO Platí do";"TXTXL Dlouhý text"
"001";"000100";"D.IV.34.";"378";"173";"10000101";"20111231";"Ostatní krátkodobé závazky"
"001";"000100";"D.IV.4.";"289";"143";"10000101";"20111231";"Jiné krátkodobé půjčky"
"001";"000100";"D.IV.5.";"321";"144";"10000101";"20111231";"Dodavatelé"
"001";"000100";"D.IV.6.";"322";"145";"10000101";"20111231";"Směnky k úhradě"
"001";"000100";"D.IV.7.";"323";"146";"10000101";"20111231";"Závazky z dávek sociálního zabezpečení"
"001";"000100";"D.IV.8.";"324";"147";"10000101";"20111231";"Krátkodobé přijaté zálohy"
"001";"000100";"D.IV.9.";"325";"148";"10000101";"20111231";"Závazky z dělené správy a kaucí"
"001";"000100";"PASIVA";"-";"107";"20140101";"99991231";"Pasiva celkem"
"001";"000100";"PASIVA";"-";"102";"20120101";"20131231";"Pasiva celkem"
"001";"000100";"PASIVA";"-";"102";"10000101";"20111231";"Pasiva celkem"
"002";"000100";"A.";"-";"001";"20120101";"99991231";"NÁKLADY CELKEM"
"002";"000100";"A.";"-";"001";"10000101";"20111231";"NÁKLADY"
"002";"000100";"A.I.";"-";"002";"20120101";"99991231";"Náklady z činnosti"
"002";"000100";"A.I.";"-";"002";"10000101";"20111231";"Náklady z činnosti"
"002";"000100";"A.I.1.";"501";"003";"20120101";"99991231";"Spotřeba materiálu"
"002";"000100";"A.I.1.";"501";"003";"10000101";"20111231";"Spotřeba materiálu"
"002";"000100";"A.I.10.";"513";"012";"20120101";"99991231";"Náklady na reprezentaci"
"002";"000100";"A.I.10.";"523";"012";"10000101";"20111231";"Náklady z dávek sociálního zabezpečení"
"002";"000100";"A.I.11.";"516";"013";"20120101";"99991231";"Aktivace vnitroorganizačních služeb"
"002";"000100";"A.I.11.";"524";"013";"10000101";"20111231";"Zákonné sociální pojištění"
"002";"000100";"A.I.12.";"518";"014";"20120101";"99991231";"Ostatní služby"
"002";"000100";"A.I.12.";"525";"014";"10000101";"20111231";"Jiné sociální pojištění"
"002";"000100";"A.I.13.";"521";"015";"20120101";"99991231";"Mzdové náklady"
"002";"000100";"A.I.13.";"527";"015";"10000101";"20111231";"Zákonné sociální náklady"
"002";"000100";"A.I.14.";"528";"016";"10000101";"20111231";"Jiné sociální náklady"
"002";"000100";"A.I.14.";"524";"016";"20120101";"99991231";"Zákonné sociální pojištění"
"002";"000100";"A.I.15.";"531";"017";"10000101";"20111231";"Daň silniční"
"002";"000100";"A.I.15.";"525";"017";"20120101";"99991231";"Jiné sociální pojištění"
"002";"000100";"A.I.16.";"532";"018";"10000101";"20111231";"Daň z nemovitostí"
"002";"000100";"A.I.16.";"527";"018";"20120101";"99991231";"Zákonné sociální náklady"
"002";"000100";"A.I.17.";"528";"019";"20120101";"99991231";"Jiné sociální náklady"
"002";"000100";"A.I.17.";"538";"019";"10000101";"20111231";"Jiné daně a poplatky"
"002";"000100";"A.I.18.";"531";"020";"20120101";"99991231";"Daň silniční"
"002";"000100";"A.I.18.";"539";"020";"10000101";"20111231";"Vratky daní z nadměrných odpočtů"
"002";"000100";"A.I.19.";"541";"021";"10000101";"20111231";"Smluvní pokuty a úroky z prodlení"
"002";"000100";"A.I.19.";"532";"021";"20120101";"99991231";"Daň z nemovitostí"
"002";"000100";"A.I.2.";"502";"004";"20120101";"99991231";"Spotřeba energie"
"002";"000100";"A.I.2.";"502";"004";"10000101";"20111231";"Spotřeba energie"
"002";"000100";"A.I.20.";"542";"022";"10000101";"20111231";"Jiné pokuty a penále"
"002";"000100";"A.I.20.";"538";"022";"20120101";"99991231";"Jiné daně a poplatky"
"002";"000100";"A.I.21.";"543";"023";"10000101";"20111231";"Dary"
"002";"000100";"A.I.21.";"539";"023";"20120101";"20131231";"Vratky daní z nadměrných odpočtů"
"002";"000100";"A.I.21.";"539";"023";"20140101";"99991231";"Vratky nepřímých daní"
"002";"000100";"A.I.22.";"544";"024";"10000101";"20111231";"Prodaný materiál"
"002";"000100";"A.I.22.";"541";"024";"20120101";"99991231";"Smluvní pokuty a úroky z prodlení"
"002";"000100";"A.I.23.";"547";"025";"10000101";"20111231";"Manka a škody"
"002";"000100";"A.I.23.";"542";"025";"20120101";"99991231";"Jiné pokuty a penále"
"002";"000100";"A.I.24.";"543";"026";"20140101";"99991231";"Dary a jiná bezúplatná předání"
"002";"000100";"A.I.24.";"543";"026";"20120101";"20131231";"Dary"
"002";"000100";"A.I.24.";"548";"026";"10000101";"20111231";"Tvorba fondů"
"002";"000100";"A.I.25.";"544";"027";"20120101";"99991231";"Prodaný materiál"
"002";"000100";"A.I.25.";"551";"027";"10000101";"20111231";"Odpisy dlouhodobého majetku"
"002";"000100";"A.I.26.";"552";"028";"10000101";"20111231";"Zůstatková cena prodaného dlouhodobého nehmotného majetku"
"002";"000100";"A.I.26.";"547";"028";"20120101";"99991231";"Manka a škody"
"002";"000100";"A.I.27.";"548";"029";"20120101";"99991231";"Tvorba fondů"
"002";"000100";"A.I.27.";"553";"029";"10000101";"20111231";"Zůstatková cena prodaného dlouhodobého hmotného majetku"
"002";"000100";"A.I.28.";"551";"030";"20120101";"99991231";"Odpisy dlouhodobého majetku"
"002";"000100";"A.I.28.";"554";"030";"10000101";"20111231";"Prodané pozemky"
"002";"000100";"A.I.29.";"555";"031";"10000101";"20111231";"Tvorba a zúčtování rezerv"
"002";"000100";"A.I.29.";"552";"031";"20120101";"99991231";"Prodaný dlouhodobý nehmotný majetek"
"002";"000100";"A.I.3.";"503";"005";"10000101";"20111231";"Spotřeba jiných neskladovatelných dodávek"
"002";"000100";"A.I.3.";"503";"005";"20120101";"99991231";"Spotřeba jiných neskladovatelných dodávek"
"002";"000100";"A.I.30.";"553";"032";"20120101";"99991231";"Prodaný dlouhodobý hmotný majetek"
"002";"000100";"A.I.30.";"556";"032";"10000101";"20111231";"Tvorba a zúčtování opravných položek"
"002";"000100";"A.I.31.";"557";"033";"10000101";"20111231";"Náklady z odepsaných pohledávek"
"002";"000100";"A.I.31.";"554";"033";"20120101";"99991231";"Prodané pozemky"
"002";"000100";"A.I.32.";"549";"034";"10000101";"20111231";"Ostaní náklady z činnosti"
"002";"000100";"A.I.32.";"555";"034";"20120101";"99991231";"Tvorba a zúčtování rezerv"
"002";"000100";"A.I.33.";"556";"035";"20120101";"99991231";"Tvorba a zúčtování opravných položek"
"002";"000100";"A.I.34.";"557";"036";"20120101";"99991231";"Náklady z vyřazených pohledávek"
"002";"000100";"A.I.35.";"558";"037";"20120101";"99991231";"Náklady z drobného dlouhodobého majetku"
"002";"000100";"A.I.36.";"549";"038";"20120101";"99991231";"Ostatní náklady z činnosti"
"002";"000100";"A.I.4.";"504";"006";"10000101";"20111231";"Prodané zboží"
"002";"000100";"A.I.4.";"504";"006";"20120101";"99991231";"Prodané zboží"
"002";"000100";"A.I.5.";"511";"007";"10000101";"20111231";"Opravy a udržování"
"002";"000100";"A.I.5.";"506";"007";"20120101";"99991231";"Aktivace dlouhodobého majetku"
"002";"000100";"A.I.6.";"507";"008";"20120101";"99991231";"Aktivace oběžného majetku"
"002";"000100";"A.I.6.";"512";"008";"10000101";"20111231";"Cestovné"
"002";"000100";"A.I.7.";"508";"009";"20120101";"99991231";"Změna stavu zásob vlastní výroby"
"002";"000100";"A.I.7.";"513";"009";"10000101";"20111231";"Náklady na reprezentaci"
"002";"000100";"A.I.8.";"518";"010";"10000101";"20111231";"Ostatní služby"
"002";"000100";"A.I.8.";"511";"010";"20120101";"99991231";"Opravy a udržování"
"002";"000100";"A.I.9.";"521";"011";"10000101";"20111231";"Mzdové náklady"
"002";"000100";"A.I.9.";"512";"011";"20120101";"99991231";"Cestovné"
"002";"000100";"A.II.";"-";"039";"20120101";"99991231";"Finanční náklady"
"002";"000100";"A.II.";"-";"035";"10000101";"20111231";"Finanční náklady"
"002";"000100";"A.II.1.";"561";"040";"20120101";"99991231";"Prodané cenné papíry a podíly"
"002";"000100";"A.II.1.";"561";"036";"10000101";"20111231";"Prodané cenné papíry a podíly"
"002";"000100";"A.II.2.";"562";"037";"10000101";"20111231";"Úroky"
"002";"000100";"A.II.2.";"562";"041";"20120101";"99991231";"Úroky"
"002";"000100";"A.II.3.";"563";"042";"20120101";"99991231";"Kurzové ztráty"
"002";"000100";"A.II.3.";"563";"038";"10000101";"20111231";"Kurzové ztráty"
"002";"000100";"A.II.4.";"564";"039";"10000101";"20111231";"Náklady z přecenění reálnou hodnotou"
"002";"000100";"A.II.4.";"564";"043";"20120101";"99991231";"Náklady z přecenění reálnou hodnotou"
"002";"000100";"A.II.5.";"569";"044";"20120101";"99991231";"Ostatní finanční náklady"
"002";"000100";"A.II.5.";"569";"040";"10000101";"20111231";"Ostatní finanční náklady"
"002";"000100";"A.III.";"-";"045";"20120101";"99991231";"Náklady na transfery"
"002";"000100";"A.III.";"-";"041";"20110101";"20111231";"Náklady na transfery"
"002";"000100";"A.III.";"-";"041";"10000101";"20101231";"Náklady na nároky na prostředky státního rozpočtu, rozpočtů územních samosprávných celků a státních fondů"
"002";"000100";"A.III.1.";"571";"042";"20110101";"20111231";"Náklady ústředních rozpočtů na transfery"
"002";"000100";"A.III.1.";"571";"046";"20120101";"99991231";"Náklady vybraných ústředních vládních institucí na transfery"
"002";"000100";"A.III.1.";"571";"042";"10000101";"20101231";"Náklady na nároky na prostředky státního rozpočtu"
"002";"000100";"A.III.2.";"572";"043";"20110101";"20111231";"Náklady územních rozpočtů na transfery"
"002";"000100";"A.III.2.";"572";"047";"20120101";"99991231";"Náklady vybraných místních vládních institucí na transfery"
"002";"000100";"A.III.2.";"572";"043";"10000101";"20101231";"Náklady na nároky na prostředky rozpočtů územních samosprávných celků"
"002";"000100";"A.III.3.";"573";"044";"10000101";"20111231";"Náklady na nároky na prostředky státních fondů"
"002";"000100";"A.III.3.";"575";"048";"20150101";"99991231";"Náklady vybraných ústředních vládních institucí na předfinancování transferů"
"002";"000100";"A.III.4.";"574";"045";"10000101";"20111231";"Náklady na ostatní nároky"
"002";"000100";"A.IV.";"-";"046";"10000101";"20111231";"Náklady ze sdílených daní"
"002";"000100";"A.IV.";"-";"049";"20120101";"99991231";"Náklady ze sdílených daní a poplatků"
"002";"000100";"A.IV.1.";"581";"047";"10000101";"20111231";"Náklady ze sdílené daně z příjmů fyzických osob"
"002";"000100";"A.IV.1.";"581";"050";"20120101";"99991231";"Náklady ze sdílené daně z příjmů fyzických osob"
"002";"000100";"A.IV.2.";"582";"048";"10000101";"20111231";"Náklady ze sdílené daně z příjmů právnických osob"
"002";"000100";"A.IV.2.";"582";"051";"20120101";"99991231";"Náklady ze sdílené daně z příjmů právnických osob"
"002";"000100";"A.IV.3.";"584";"049";"10000101";"20111231";"Náklady ze sdílené daně z přidané hodnoty"
"002";"000100";"A.IV.3.";"584";"052";"20120101";"99991231";"Náklady ze sdílené daně z přidané hodnoty"
"002";"000100";"A.IV.4.";"585";"050";"10000101";"20111231";"Náklady ze sdílených spotřebních daní"
"002";"000100";"A.IV.4.";"585";"053";"20120101";"99991231";"Náklady ze sdílených spotřebních daní"
"002";"000100";"A.IV.5.";"586";"051";"10000101";"20111231";"Náklady ze sdílených majetkových daní"
"002";"000100";"A.IV.5.";"586";"054";"20120101";"99991231";"Náklady z ostatních sdílených daní a poplatků"
"002";"000100";"A.IV.6.";"588";"052";"10000101";"20111231";"Náklady ze sdílení silniční daně"
"002";"000100";"A.IV.7.";"589";"053";"10000101";"20101231";"Ostatní náklady ze sdílených daní"
"002";"000100";"A.V.";"-";"055";"20120101";"99991231";"Daň z příjmů"
"002";"000100";"A.V.1.";"591";"056";"20120101";"99991231";"Daň z příjmů"
"002";"000100";"A.V.2.";"595";"057";"20120101";"99991231";"Dodatečné odvody daně z příjmů"
"002";"000100";"B.";"-";"058";"20120101";"99991231";"VÝNOSY CELKEM"
"002";"000100";"B.";"-";"054";"10000101";"20111231";"VÝNOSY"
"002";"000100";"B.I.";"-";"055";"10000101";"20111231";"Výnosy z činnosti"
"002";"000100";"B.I.";"-";"059";"20120101";"99991231";"Výnosy z činnosti"
"002";"000100";"B.I.1.";"601";"056";"10000101";"20111231";"Výnosy z prodeje vlastních výrobků"
"002";"000100";"B.I.1.";"601";"060";"20120101";"99991231";"Výnosy z prodeje vlastních výrobků"
"002";"000100";"B.I.10.";"612";"065";"10000101";"20111231";"Změna stavu polotovarů"
"002";"000100";"B.I.10.";"642";"069";"20120101";"99991231";"Jiné pokuty a penále"
"002";"000100";"B.I.11.";"613";"066";"10000101";"20111231";"Změna stavu výrobků"
"002";"000100";"B.I.11.";"643";"070";"20120101";"99991231";"Výnosy z vyřazených pohledávek"
"002";"000100";"B.I.12.";"614";"067";"10000101";"20111231";"Změna stavu ostatních zásob"
"002";"000100";"B.I.12.";"644";"071";"20120101";"99991231";"Výnosy z prodeje materiálu"
"002";"000100";"B.I.13.";"645";"072";"20120101";"99991231";"Výnosy z prodeje dlouhodobého nehmotného majetku"
"002";"000100";"B.I.13.";"621";"068";"10000101";"20111231";"Aktivace materiálu a zboží"
"002";"000100";"B.I.14.";"646";"073";"20120101";"99991231";"Výnosy z prodeje dlouhodobého hmotného majetku kromě pozemků"
"002";"000100";"B.I.14.";"622";"069";"10000101";"20111231";"Aktivace vnitroorganizačních služeb"
"002";"000100";"B.I.15.";"623";"070";"10000101";"20111231";"Aktivace dlouhodobého nehmotného majetku"
"002";"000100";"B.I.15.";"647";"074";"20120101";"99991231";"Výnosy z prodeje pozemků"
"002";"000100";"B.I.16.";"648";"075";"20120101";"99991231";"Čerpání fondů"
"002";"000100";"B.I.16.";"624";"071";"10000101";"20111231";"Aktivace dlouhodobého hmotného majetku"
"002";"000100";"B.I.17.";"641";"072";"10000101";"20111231";"Smluvní pokuty a úroky z prodlení"
"002";"000100";"B.I.17.";"649";"076";"20120101";"99991231";"Ostatní výnosy z činnosti"
"002";"000100";"B.I.18.";"642";"073";"10000101";"20111231";"Jiné pokuty a penále"
"002";"000100";"B.I.19.";"643";"074";"10000101";"20111231";"Výnosy z odepsaných pohledávek"
"002";"000100";"B.I.2.";"602";"057";"10000101";"20111231";"Výnosy z prodeje služeb"
"002";"000100";"B.I.2.";"602";"061";"20120101";"99991231";"Výnosy z prodeje služeb"
"002";"000100";"B.I.20.";"644";"075";"10000101";"20111231";"Výnosy z prodeje materiálu"
"002";"000100";"B.I.21.";"645";"076";"10000101";"20111231";"Výnosy z prodeje dlouhodobého nehmotného majetku"
"002";"000100";"B.I.22.";"646";"077";"10000101";"20111231";"Výnosy z prodeje dlouhodobého hmotného majetku kromě pozemků"
"002";"000100";"B.I.23.";"647";"078";"10000101";"20111231";"Výnosy z prodeje pozemků"
"002";"000100";"B.I.24.";"648";"079";"10000101";"20111231";"Čerpání fondů"
"002";"000100";"B.I.25.";"649";"080";"10000101";"20111231";"Ostatní výnosy z činnosti"
"002";"000100";"B.I.3.";"603";"058";"10000101";"20111231";"Výnosy z pronájmu"
"002";"000100";"B.I.3.";"603";"062";"20120101";"99991231";"Výnosy z pronájmu"
"002";"000100";"B.I.4.";"604";"059";"10000101";"20111231";"Výnosy z prodaného zboží"
"002";"000100";"B.I.4.";"604";"063";"20120101";"99991231";"Výnosy z prodaného zboží"
"002";"000100";"B.I.5.";"605";"064";"20120101";"99991231";"Výnosy ze správních poplatků"
"002";"000100";"B.I.5.";"605";"060";"10000101";"20111231";"Výnosy ze správních poplatků"
"002";"000100";"B.I.6.";"606";"065";"20120101";"99991231";"Výnosy z místních poplatků"
"002";"000100";"B.I.6.";"606";"061";"10000101";"20111231";"Výnosy z místních poplatků"
"002";"000100";"B.I.7.";"607";"062";"10000101";"20111231";"Výnosy ze soudních poplatků"
"002";"000100";"B.I.7.";"607";"066";"20120101";"99991231";"Výnosy ze soudních poplatků"
"002";"000100";"B.I.8.";"609";"063";"10000101";"20111231";"Jiné výnosy z vlastních výkonů"
"002";"000100";"B.I.8.";"609";"067";"20120101";"99991231";"Jiné výnosy z vlastních výkonů"
"002";"000100";"B.I.9.";"611";"064";"10000101";"20111231";"Změna stavu nedokončené výroby"
"002";"000100";"B.I.9.";"641";"068";"20120101";"99991231";"Smluvní pokuty a úroky z prodlení"
"002";"000100";"B.II.";"-";"077";"20120101";"99991231";"Finanční výnosy"
"002";"000100";"B.II.";"-";"081";"10000101";"20111231";"Finanční výnosy"
"002";"000100";"B.II.1.";"661";"078";"20120101";"99991231";"Výnosy z prodeje cenných papírů a podílů"
"002";"000100";"B.II.1.";"661";"082";"10000101";"20111231";"Výnosy z prodeje cenných papírů a podílů"
"002";"000100";"B.II.2.";"662";"079";"20120101";"99991231";"Úroky"
"002";"000100";"B.II.2.";"662";"083";"10000101";"20111231";"Úroky"
"002";"000100";"B.II.3.";"663";"080";"20120101";"99991231";"Kurzové zisky"
"002";"000100";"B.II.3.";"663";"084";"10000101";"20111231";"Kurzové zisky"
"002";"000100";"B.II.4.";"664";"085";"10000101";"20111231";"Výnosy z přecenění reálnou hodnotou"
"002";"000100";"B.II.4.";"664";"081";"20120101";"99991231";"Výnosy z přecenění reálnou hodnotou"
"002";"000100";"B.II.5.";"665";"082";"20120101";"99991231";"Výnosy z dlouhodobého finančního majetku"
"002";"000100";"B.II.5.";"665";"086";"10000101";"20111231";"Výnosy z dlouhodobého finančního majetku"
"002";"000100";"B.II.6.";"669";"083";"20120101";"99991231";"Ostatní finanční výnosy"
"002";"000100";"B.II.6.";"669";"087";"10000101";"20111231";"Ostatní finanční výnosy"
"002";"000100";"B.III.";"-";"084";"20120101";"99991231";"Výnosy z daní a poplatků"
"002";"000100";"B.III.";"-";"088";"10000101";"20111231";"Výnosy z daní a poplatků"
"002";"000100";"B.III.1.";"631";"085";"20120101";"99991231";"Výnosy z daně z příjmů fyzických osob"
"002";"000100";"B.III.1.";"631";"089";"10000101";"20111231";"Výnosy z daně z příjmů fyzických osob"
"002";"000100";"B.III.2.";"632";"086";"20120101";"99991231";"Výnosy z daně z příjmů právnických osob"
"002";"000100";"B.III.2.";"632";"090";"10000101";"20111231";"Výnosy z daně z příjmů právnických osob"
"002";"000100";"B.III.3.";"633";"087";"20120101";"99991231";"Výnosy ze sociálního pojištění"
"002";"000100";"B.III.3.";"633";"091";"10000101";"20111231";"Výnosy ze sociálního pojištění"
"002";"000100";"B.III.4.";"634";"088";"20120101";"99991231";"Výnosy z daně z přidané hodnoty"
"002";"000100";"B.III.4.";"634";"092";"10000101";"20111231";"Výnosy z daně z přidané hodnoty"
"002";"000100";"B.III.5.";"635";"089";"20120101";"99991231";"Výnosy ze spotřebních daní"
"002";"000100";"B.III.5.";"635";"093";"10000101";"20111231";"Výnosy ze spotřebních daní"
"002";"000100";"B.III.6.";"636";"094";"10000101";"20111231";"Výnosy z majetkových daní"
"002";"000100";"B.III.6.";"636";"090";"20120101";"99991231";"Výnosy z majetkových daní"
"002";"000100";"B.III.7.";"637";"095";"10000101";"20111231";"Výnosy z energetických daní"
"002";"000100";"B.III.7.";"637";"091";"20120101";"99991231";"Výnosy z energetických daní"
"002";"000100";"B.III.8.";"638";"092";"20120101";"99991231";"Výnosy z daně silniční"
"002";"000100";"B.III.8.";"638";"096";"10000101";"20111231";"Výnosy ze silniční daně"
"002";"000100";"B.III.9.";"639";"093";"20120101";"99991231";"Výnosy z ostatních daní a poplatků"
"002";"000100";"B.III.9.";"639";"097";"10000101";"20111231";"Výnosy z ostatních daní a poplatků"
"002";"000100";"B.IV.";"-";"098";"10000101";"20101231";"Výnosy z nároků na prostředky státního rozpočtu, rozpočtů územních samosprávných celků a státních fondů"
"002";"000100";"B.IV.";"-";"098";"20110101";"20111231";"Výnosy z transferů"
"002";"000100";"B.IV.";"-";"094";"20120101";"99991231";"Výnosy z transferů"
"002";"000100";"B.IV.1.";"671";"095";"20120101";"99991231";"Výnosy vybraných ústředních vládních institucí z transferů"
"002";"000100";"B.IV.1.";"671";"099";"20110101";"20111231";"Výnosy ústředních rozpočtů z transferů"
"002";"000100";"B.IV.1.";"671";"099";"10000101";"20101231";"Výnosy z nároků na prostředky státního rozpočtu"
"002";"000100";"B.IV.2.";"672";"100";"10000101";"20101231";"Výnosy z nároků na prostředky rozpočtů územních samosprávných celků"
"002";"000100";"B.IV.2.";"672";"100";"20110101";"20111231";"Výnosy územních rozpočtů z transferů"
"002";"000100";"B.IV.2.";"672";"096";"20120101";"99991231";"Výnosy vybraných místních vládních institucí z transferů"
"002";"000100";"B.IV.3.";"675";"096";"20150101";"99991231";"Výnosy vybraných ústředních vládních institucí z předfinancování transferů"
"002";"000100";"B.IV.3.";"673";"101";"10000101";"20111231";"Výnosy z nároků na prostředky státních fondů"
"002";"000100";"B.IV.4.";"674";"102";"10000101";"20111231";"Výnosy z ostatních nároků"
"002";"000100";"B.V.";"-";"103";"10000101";"20111231";"Výnosy ze sdílených daní"
"002";"000100";"B.V.";"-";"097";"20120101";"99991231";"Výnosy ze sdílených daní a poplatků"
"002";"000100";"B.V.1.";"681";"104";"10000101";"20111231";"Výnosy ze sdílené daně z příjmů fyzických osob"
"002";"000100";"B.V.1.";"681";"098";"20120101";"99991231";"Výnosy ze sdílené daně z příjmů fyzických osob"
"002";"000100";"B.V.2.";"682";"105";"10000101";"20111231";"Výnosy ze sdílené daně z příjmů právnických osob"
"002";"000100";"B.V.2.";"682";"099";"20120101";"99991231";"Výnosy ze sdílené daně z příjmů právnických osob"
"002";"000100";"B.V.3.";"684";"106";"10000101";"20111231";"Výnosy ze sdílené daně z přidané hodnoty"
"002";"000100";"B.V.3.";"684";"100";"20120101";"99991231";"Výnosy ze sdílené daně z přidané hodnoty"
"002";"000100";"B.V.4.";"685";"107";"10000101";"20111231";"Výnosy ze sdílených spotřebních daní"
"002";"000100";"B.V.4.";"685";"101";"20120101";"99991231";"Výnosy ze sdílených spotřebních daní"
"002";"000100";"B.V.5.";"686";"108";"10000101";"20111231";"Výnosy ze sdílených majetkových daní"
"002";"000100";"B.V.5.";"686";"102";"20120101";"99991231";"Výnosy ze sdílených majetkových daní"
"002";"000100";"B.V.6.";"688";"109";"10000101";"20111231";"Výnosy ze sdílené silniční daně"
"002";"000100";"B.V.6.";"688";"103";"20120101";"99991231";"Výnosy z ostatních sdílených daní a poplatků"
"002";"000100";"B.V.7.";"689";"110";"10000101";"20101231";"Ostatní výnosy ze sdílených daní"
"002";"000100";"B.VI.";"-";"111";"10000101";"20111231";"Výsedek hospodaření"
"002";"000100";"B.VI.1.";"-";"112";"10000101";"20111231";"Výsledek hospodaření před zdaněním"
"002";"000100";"B.VI.2.";"591";"113";"10000101";"20111231";"Daň z příjmů"
"002";"000100";"B.VI.3.";"595";"114";"10000101";"20111231";"Dodatečné odvody daně z příjmů"
"002";"000100";"B.VI.4.";"-";"115";"10000101";"20111231";"Výsledek hospodaření po zdanění"
"002";"000100";"C.";"-";"103";"10000101";"20111231";"VÝSLEDEK HOSPODAŘENÍ"
"002";"000100";"C.";"-";"104";"20120101";"99991231";"VÝSLEDEK HOSPODAŘENÍ"
"002";"000100";"C.1.";"-";"104";"10000101";"20111231";"Výsledek hospodaření před zdaněním"
"002";"000100";"C.1.";"-";"105";"20120101";"99991231";"Výsledek hospodaření před zdaněním"
"002";"000100";"C.2.";"-";"105";"10000101";"20111231";"Výsledek hospodaření běžného účetního období"
"002";"000100";"C.2.";"-";"106";"20120101";"99991231";"Výsledek hospodaření běžného účetního období"
"003";"000100";"A.";"";"002";"10000101";"20111231";"Peněžní toky z provozní činnosti"
"003";"000100";"A.";"";"002";"20120101";"99991231";"Peněžní toky z provozní činnosti"
"003";"000100";"A.I.";"";"004";"10000101";"20111231";"Úpravy o nepeněžní operace ( + / - )"
"003";"000100";"A.I.";"";"004";"20120101";"99991231";"Úpravy o nepeněžní operace ( + / - )"
"003";"000100";"A.I.1.";"";"005";"20120101";"99991231";"Odpisy dlouhodobého majetku"
"003";"000100";"A.I.1.";"";"005";"10000101";"20111231";"Odpisy dlouhodobého majetku"
"003";"000100";"A.I.2.";"";"006";"20120101";"99991231";"Změna stavu opravných položek"
"003";"000100";"A.I.2.";"";"006";"10000101";"20111231";"Změna stavu opravných položek"
"003";"000100";"A.I.3.";"";"007";"20120101";"99991231";"Změna stavu rezerv"
"003";"000100";"A.I.3.";"";"007";"10000101";"20111231";"Změna stavu rezerv"
"003";"000100";"A.I.4.";"";"008";"20120101";"99991231";"Zisk (ztráta) z prodeje dlouhodobého majetku"
"003";"000100";"A.I.4.";"";"008";"10000101";"20111231";"Zisk (ztráta) z prodeje dlouhodobého majetku"
"003";"000100";"A.I.5.";"";"009";"10000101";"20111231";"Výnosy z dividend a podílů na zisku"
"003";"000100";"A.I.5.";"";"009";"20120101";"20141231";"Výnosy z dividend a podílů na zisku"
"003";"000100";"A.I.5.";"";"009";"20150101";"99991231";"Výnosy z podílů na zisku"
"003";"000100";"A.I.6.";"";"010";"10000101";"20111231";"Ostatní úpravy o nepeněžní operace"
"003";"000100";"A.I.6.";"";"010";"20120101";"99991231";"Ostatní úpravy o nepeněžní operace"
"003";"000100";"A.II.";"";"011";"10000101";"20111231";"Peněžní toky ze změny oběžných aktiv a krátkodobých závazků ( + / - )"
"003";"000100";"A.II.";"";"011";"20120101";"99991231";"Peněžní toky ze změny oběžných aktiv a krátkodobých závazků ( + / - )"
"003";"000100";"A.II.1.";"";"012";"20120101";"99991231";"Změna stavu krátkodobých pohledávek"
"003";"000100";"A.II.1.";"";"012";"10000101";"20111231";"Změna stavu krátkodobých pohledávek"
"003";"000100";"A.II.2.";"";"013";"20120101";"99991231";"Změna stavu krátkodobých závazků"
"003";"000100";"A.II.2.";"";"013";"10000101";"20111231";"Změna stavu krátkodobých závazků"
"003";"000100";"A.II.3.";"";"014";"20120101";"99991231";"Změna stavu zásob"
"003";"000100";"A.II.3.";"";"014";"10000101";"20111231";"Změna stavu zásob"
"003";"000100";"A.II.4.";"";"015";"20120101";"99991231";"Změna stavu krátkodobého finančního majetku"
"003";"000100";"A.II.4.";"";"015";"10000101";"20111231";"Změna stavu krátkodobého finančního majetku"
"003";"000100";"A.III.";"";"016";"20120101";"99991231";"Zaplacená daň z příjmů včetně doměrků ( - )"
"003";"000100";"A.III.";"";"016";"10000101";"20111231";"Zaplacená daň z příjmů včetně doměrků ( - )"
"003";"000100";"A.IV.";"";"017";"20120101";"20141231";"Přijaté dividendy a podíly na zisku"
"003";"000100";"A.IV.";"";"017";"10000101";"20111231";"Přijaté dividendy a podíly na zisku"
"003";"000100";"A.IV.";"";"017";"20150101";"99991231";"Přijaté podíly na zisku"
"003";"000100";"B.";"";"018";"10000101";"20111231";"Peněžní toky z dlouhodobých aktiv"
"003";"000100";"B.";"";"018";"20120101";"99991231";"Peněžní toky z dlouhodobých aktiv"
"003";"000100";"B.I.";"";"019";"10000101";"20111231";"Výdaje na pořízení dlouhodobých aktiv"
"003";"000100";"B.I.";"";"019";"20120101";"99991231";"Výdaje na pořízení dlouhodobých aktiv"
"003";"000100";"B.II.";"";"020";"20120101";"99991231";"Příjmy z prodeje dlouhodobých aktiv"
"003";"000100";"B.II.";"";"020";"10000101";"20111231";"Výdaje na půjčky osobám ve skupině"
"003";"000100";"B.II.1.";"";"021";"20120101";"99991231";"Příjmy z privatizace státního majetku"
"003";"000100";"B.II.2.";"";"022";"20150101";"99991231";"Příjmy z prodeje majetku Státního pozemkového úřadu"
"003";"000100";"B.II.2.";"";"022";"20120101";"20141231";"Příjmy z prodeje majetku Pozemkového fondu České republiky"
